Citation,Article Title,DOI,Wetland name,System,Class,Regime,Artificial,CW Water Chem,CW Soil ,Additional Modifiers,Source,Number Pools,Landuse,Nutrient Event Sampling,Category,Data_year first year of sampling,Location,Watershed Area (km^2),Lat,Long,Frequency,Age (years),Years monitored,Surface.area,What is P measured in?,How,Load_method,Notes,Article Title,TPloading g.m2.y,%retention,TPretention g.m2.y,Wetland name,Wetland.name,clusters8
Kranvang 2007,Water exchange and deposition of sediment and phosphorus during inundation of natural and restored lowland floodplains,,River Brede Floodplain,Palustrine,Forested,Permanently Flooded,N,No data,No data,,Stream/River,N/A,Floodplain,N,Floodplain,2002,Denmark,,55.08103898,8.799219221,sediment,NA,1,47,Sediment,NA,NA,Percent removal is calculated based on the annual sediment budget for that wetland. This removal is for a single flood event.,Water exchange and deposition of sediment and phosphorus during inundation of natural and restored lowland floodplains,NA,7,3.6,River Brede Floodplain,River Brede Floodplain,2
Kreiling 2013,Wetland Management Reduces Sediment and Nutrient Loading to the Upper Mississippi River,10.2134/jeq2012.0248,Halfway Creek Marsh Complex,Palustrine,Emergent,Permanently Flooded,N,No data,No data,,Stream/River,3,Agriculture,N,Flow through,2004,"US, Wisconsin",11564,43.97120881,-91.22094182,sediment,1,3,144.4,Sediment,NA,NA,,Wetland Management Reduces Sediment and Nutrient Loading to the Upper Mississippi River,9.09,38.1,3.11,Halfway Creek Marsh Complex,Halfway Creek Marsh Complex,2
Krieger 2003,"Effectiveness of a coastal wetland in reducing pollution of a Laurentian Great Lake: Hydrology, sediment, and nutrients",10.1672/0277-5212(2003)023[0778:EOACWI]2.0.CO;2,Old Woman Creek,Riverine - Lower Perennial,Unconsolidated Bottom,Permanently Flooded,N,No data,Mineral,,Stream/River,NA,Agriculture,Y,Coastal,1989,"US, Ohio",68.9,41.37989809,-82.51215836,daily,NA,1,62,Water,ISCO,ISCO,,"Effectiveness of a coastal wetland in reducing pollution of a Laurentian Great Lake: Hydrology, sediment, and nutrients",9.38,33.5,3.14,Old Woman Creek,Old Woman Creek,2
Krzeminska 2023,The effectiveness of sediment and phosphorus removal by a small constructed wetland in Norway: 18 years of monitoring and perspectives for the future,10.1016/j.catena.2023.106962,Skuterud catchment,Palustrine,Emergent,Permanently Flooded,N,No data,Mineral,,Stream/River,1,Floodplain,N,Flow through,2003,Norway,4.6,59.87712737,10.83465805,biweekly,2,18,0.23,Water,Constant,Constant,TP values from graphs,The effectiveness of sediment and phosphorus removal by a small constructed wetland in Norway: 18 years of monitoring and perspectives for the future,0.07,22.21,0.02,Skuterud catchment,Skuterud catchment,2
Kumwimba 2021,Sequential detention pond-biogeochemical barrier-free water surface wetland system for effluent purification and river eutrophication control,,Integrated Surface flow constructed wetland (ISFCW),Palustrine,Emergent,Permanently Flooded,N,Alkaline,No data,WWT,Wastewater,N/A,Urban,N,Flow through,2018,"China (Chong Li in Zhangjiakou city, Hebei)",8.85,40.92484957,115.147323,weekly,2,1,1680,Water,NA,NA,"combined system that includes VSP, BGB, and SGCW in series",Sequential detention pond-biogeochemical barrier-free water surface wetland system for effluent purification and river eutrophication control,NA,50,NA,Integrated Surface flow constructed wetland (ISFCW),Integrated Surface flow constructed wetland (ISFCW),1
Kumwimba 2021,Sequential detention pond-biogeochemical barrier-free water surface wetland system for effluent purification and river eutrophication control,,Surface flow constructed wetland (SFCW),Palustrine,Emergent,Permanently Flooded,N,Alkaline,No data,WWT,Wastewater,N/A,Urban,N,Flow through,2018,"China (Chong Li in Zhangjiakou city, Hebei)",NA,40.92484957,115.147323,weekly,2,1,0.085,Water,NA,NA,"Inlet, VSP, BGB, and SFCW are in series (order as mentioned)",Sequential detention pond-biogeochemical barrier-free water surface wetland system for effluent purification and river eutrophication control,NA,35,NA,Surface flow constructed wetland (SFCW),Surface flow constructed wetland (SFCW),1
Kumwimba 2021,Sequential detention pond-biogeochemical barrier-free water surface wetland system for effluent purification and river eutrophication control,,Biogeochemical barrier (BGB),Palustrine,Unconsolidated Bottom,Permanently Flooded,N,Neutral,No data,WWT,Wastewater,N/A,Urban,N,Flow through,2018,"China (Chong Li in Zhangjiakou city, Hebei)",NA,40.92484957,115.147323,weekly,2,1,0.055,Water,NA,NA,"Inlet, VSP, BGB, and SFCW are in series (order as mentioned)",Sequential detention pond-biogeochemical barrier-free water surface wetland system for effluent purification and river eutrophication control,NA,16.5,NA,Biogeochemical barrier (BGB),Biogeochemical barrier (BGB),1
Kumwimba 2021,Sequential detention pond-biogeochemical barrier-free water surface wetland system for effluent purification and river eutrophication control,10.1016/j.jwpe.2021.102075,Vegetated Sedimentation Pond (VSP),Palustrine,Emergent,Permanently Flooded,Y,Neutral,No data,WWT,Wastewater,N/A,Urban,N,Flow through,2018,"China (Chong Li in Zhangjiakou city, Hebei)",NA,40.92484957,115.147323,weekly,2,1,0.028,Water,NA,NA,"Inlet, VSP, BGB, and SFCW are in series (order as mentioned)",Sequential detention pond-biogeochemical barrier-free water surface wetland system for effluent purification and river eutrophication control,NA,7.7,NA,Vegetated Sedimentation Pond (VSP),Vegetated Sedimentation Pond (VSP),1
Kyambadde 2005,Nitrogen And Phosphorus Removal In Substrate-Free Pilot Constructed Wetlands With Horizontal Surface Flow In Uganda,,C,Palustrine,Unconsolidated Bottom,Permanently Flooded,N,No data,No data,WWT,Wastewater,4,Agriculture,N,,2004,Uganda,,0.32,32.57,weekly,1,1,0.006,Water,Constant,Constant,,Nitrogen And Phosphorus Removal In Substrate-Free Pilot Constructed Wetlands With Horizontal Surface Flow In Uganda,1000.1,46.7,467.05,C,C,3
Kyambadde 2005,Nitrogen And Phosphorus Removal In Substrate-Free Pilot Constructed Wetlands With Horizontal Surface Flow In Uganda,,M,Palustrine,Emergent,Permanently Flooded,N,No data,No data,WWT,Wastewater,4,Agriculture,N,,2004,Uganda,,0.32,32.57,weekly,1,1,0.006,Water,Constant,Constant,,Nitrogen And Phosphorus Removal In Substrate-Free Pilot Constructed Wetlands With Horizontal Surface Flow In Uganda,1000.1,46.7,467.05,M,M,3
Kyambadde 2005,Nitrogen And Phosphorus Removal In Substrate-Free Pilot Constructed Wetlands With Horizontal Surface Flow In Uganda,,P,Palustrine,Emergent,Permanently Flooded,N,No data,No data,WWT,Wastewater,4,Agriculture,N,,2004,Uganda,,0.32,32.57,weekly,1,1,0.006,Water,Constant,Constant,,Nitrogen And Phosphorus Removal In Substrate-Free Pilot Constructed Wetlands With Horizontal Surface Flow In Uganda,1000.1,69.7,697.07,P,P,3
Kynkäänniemi 2013,Phosphorus Retention in a Newly Constructed Wetland Receiving Agricultural Tile Drainage Water,10.2134/jeq2012.0266,Bergaholm P wetland,Palustrine,Emergent,Permanently Flooded,Y,No data,Mineral,,Lake,2,Wetland,N,Flow through,2010,Sweden,0.26,59.23417833,17.71224116,weekly,1,2,0.08,Water,Event Sampling (then assume Constant,event,"They have a ""dissolved phosphorus"" measurement for retention but not for load. Load is all in TP. So I don't think it's useful",Phosphorus Retention in a Newly Constructed Wetland Receiving Agricultural Tile Drainage Water,19.2,28,5.38,Bergaholm P wetland,Bergaholm P wetland,2
Lavrnic 2018,Long-Term Monitoring of a Surface Flow Constructed Wetland Treating Agricultural Drainage Water in Northern Italy,10.3390/w10050644,Canale Emiliano Romagnolo (CER) Land Reclamation Consortium,Palustrine,Emergent,Permanently Flooded,Y,Alkaline,Mineral,WWT,Wastewater,1,Agriculture,Y,Flow through,2004,Italy,0.125,44.57293263,11.52905307,event,4,4,0.375,Water,ISCO,ISCO,"Flow data available in graph, no exact flow rate so left blank here",Long-Term Monitoring of a Surface Flow Constructed Wetland Treating Agricultural Drainage Water in Northern Italy,0.32,-75,0,Canale Emiliano Romagnolo (CER) Land Reclamation Consortium,Canale Emiliano Romagnolo (CER) Land Reclamation Consortium,1
Lavrnic 2020,Performance of a full scale constructed wetland as ecological practice for agricultural drainage water treatment in Northern Italy,10.1016/j.ecoleng.2020.105927,CER constructed wetland,Palustrine,Emergent,Intermittently Exposed,N,No data,No data,,Runoff,NA,Agriculture,Y,Flow through,2018,Italy,0.124,44.42316,11.78737,event,18,2,0.4,Water,Constant,Constant,,Performance of a full scale constructed wetland as ecological practice for agricultural drainage water treatment in Northern Italy,0.1,-54,-0.01,CER constructed wetland,CER constructed wetland,3
Lemley 2022,Inorganic nutrient removal efficiency of a constructed wetland before discharging into an urban eutrophic estuary,10.1016/j.marpolbul.2022.113727,Motherwell CW,Palustrine,Emergent,Permanently Flooded,N,No data,No data,,Runoff,NA,Urban,N,Flow through,2019,South Africa,,-33.8358,25.59413,event,,1.5,0.8,Water,Event Sampling (then assume Constant,event,Has more data for variance if needed,Inorganic nutrient removal efficiency of a constructed wetland before discharging into an urban eutrophic estuary,NA,NA,NA,Motherwell CW,Motherwell CW,3
Leto 2013,Effects of plant species in a horizontal subsurface flow constructed wetland - phytoremediation of treated urban wastewater with Cyperus alternifolius L. and Typha latifolia L. in the West of Sicily (Italy),,Cyperus CW,Palustrine,Emergent,Saturated,Y,No data,Mineral,WWT,Wastewater,,Urban,N,Flow through,2010,Sicily,,37.99,13.28,monthly,5,2,0.0099,Water,NA,NA,has data on water loss in system,Effects of plant species in a horizontal subsurface flow constructed wetland - phytoremediation of treated urban wastewater with Cyperus alternifolius L. and Typha latifolia L. in the West of Sicily (Italy),88.4,31.7,28.02,Cyperus CW,Cyperus CW,1
Leto 2013,Effects of plant species in a horizontal subsurface flow constructed wetland - phytoremediation of treated urban wastewater with Cyperus alternifolius L. and Typha latifolia L. in the West of Sicily (Italy),10.1016/j.ecoleng.2013.09.014,Typha CW,Palustrine,Emergent,Saturated,Y,No data,Mineral,WWT,Wastewater,,Urban,N,Flow through,2010,Sicily,,37.99,13.28,monthly,5,2,0.0099,Water,NA,NA,has data on water loss in system,Effects of plant species in a horizontal subsurface flow constructed wetland - phytoremediation of treated urban wastewater with Cyperus alternifolius L. and Typha latifolia L. in the West of Sicily (Italy),88.48,47.9,42.38,Typha CW,Typha CW,1
Leto 2013,Effects of plant species in a horizontal subsurface flow constructed wetland - phytoremediation of treated urban wastewater with Cyperus alternifolius L. and Typha latifolia L. in the West of Sicily (Italy),,Unplanted CW,Palustrine,Unconsolidated Bottom,Saturated,Y,No data,Mineral,WWT,Wastewater,,Urban,N,Flow through,2010,Sicily,,37.99,13.28,monthly,5,2,0.0099,Water,NA,NA,has data on water loss in system,Effects of plant species in a horizontal subsurface flow constructed wetland - phytoremediation of treated urban wastewater with Cyperus alternifolius L. and Typha latifolia L. in the West of Sicily (Italy),88.48,14.2,12.56,Unplanted CW,Unplanted CW,1
Li 2008,Potential of constructed wetlands in treating the eutrophic water: Evidence from Taihu Lake of China,10.1016/j.biortech.2007.04.001,FWS Wetland,Palustrine,Emergent,Saturated,Y,Neutral,No data,WWT,Wastewater,NA,Wetland,N,Flow through,2004,China,,31.50017378,120.4999893,bimonthly,1,1,0.003,Water,NA,NA,,Potential of constructed wetlands in treating the eutrophic water: Evidence from Taihu Lake of China,35.5,35.1,12.46,FWS Wetland,FWS Wetland,1
Li 2008,Potential of constructed wetlands in treating the eutrophic water: Evidence from Taihu Lake of China,,HSF Wetland,Palustrine,Emergent,Saturated,Y,Neutral,No data,WWT,Wastewater,NA,Wetland,N,Flow through,2004,China,,31.50017378,120.4999893,bimonthly,1,1,0.003,Water,NA,NA,,Potential of constructed wetlands in treating the eutrophic water: Evidence from Taihu Lake of China,35.5,65.7,23.32,HSF Wetland,HSF Wetland,1
Li 2008,Potential of constructed wetlands in treating the eutrophic water: Evidence from Taihu Lake of China,,VSF Wetland,Palustrine,Emergent,Saturated,Y,Neutral,No data,WWT,Wastewater,NA,Wetland,N,Flow through,2004,China,,31.50017378,120.4999893,bimonthly,1,1,0.003,Water,NA,NA,,Potential of constructed wetlands in treating the eutrophic water: Evidence from Taihu Lake of China,35.51,64.3,22.83,VSF Wetland,VSF Wetland,1
Li 2017,Performance Evaluation of a Full-Scale Constructed Wetland for Treating Stormwater Runoff,10.1002/clen.201600740,Liang-Zhu Culture Park,Palustrine,Emergent,Permanently Flooded,N,Neutral,No data,Pumped,Runoff,NA,Urban,Y,Flow through,2014,China,,29.91038181,121.4840787,event,1,1,0.054,Water,NA,NA,In theory more P data we could use in the figures. I just took the average they presented in a table to compare to other wetlands,Performance Evaluation of a Full-Scale Constructed Wetland for Treating Stormwater Runoff,0.08,29.5,0.02,Liang-Zhu Culture Park,Liang-Zhu Culture Park,3
Lu 2009,Phosphorus removal from agricultural runoff by constructed wetland,10.1016/j.ecoleng.2008.10.002,Lake Dianchi Constructed Wetland,Palustrine,Emergent,Permanently Flooded,N,Neutral,No data,,Runoff,1,Lake,N,Flow through,2002,China,0.23,102.7646874,102.7646874,weekly,1,2,0.28,Water,Constant,Constant,Plant harvesting was done.,Phosphorus removal from agricultural runoff by constructed wetland,12.9,59,7.61,Lake Dianchi Constructed Wetland,Lake Dianchi Constructed Wetland,3
Luca 2017,Phosphorus distribution pattern in sediments of natural and constructed wetlands,10.1016/j.ecoleng.2017.08.038,CW1,Palustrine,Emergent,Permanently Flooded,Y,Alkaline,No data,WWT,Wastewater,N/A,Urban,N,Flow through,2009,Argentina,,-31.66647491,-60.7833333,bimonthly,12,5,1.7,Water,NA,NA,"Also studied natural wetlands, but they didn't measure P retention in those, only concentrations",Phosphorus distribution pattern in sediments of natural and constructed wetlands,0.69,38,0.26,CW1,CW1,1
Luca 2017,Phosphorus distribution pattern in sediments of natural and constructed wetlands,,CW2,Palustrine,Emergent,Permanently Flooded,Y,Alkaline,No data,WWT,Wastewater,N/A,Urban,N,Flow through,2009,Argentina,,-31.66432057,-60.81688293,bimonthly,5,5,0.014,Water,NA,NA,"Also studied natural wetlands, but they didn't measure P retention in those, only concentrations",Phosphorus distribution pattern in sediments of natural and constructed wetlands,60.75,70.5,42.83,CW2,CW2,1
Luo 2017,Phosphorus removal from lagoon-pretreated swine wastewater by pilot-scale surface flow constructed wetlands planted with Myriophyllum aquaticum,10.1016/j.scitotenv.2016.10.094,CW low strength,Palustrine,Emergent,Permanently Flooded,Y,Neutral,Mineral,WWT,Wastewater,,Agriculture,N,Flow through,2014,China,,28.50012255,113.2999571,biweekly,1,2,0.001,Water,Constant,Constant,,Phosphorus removal from lagoon-pretreated swine wastewater by pilot-scale surface flow constructed wetlands planted with Myriophyllum aquaticum,167.54,89.4,150.38,CW low strength,CW low strength,1
Luo 2017,Phosphorus removal from lagoon-pretreated swine wastewater by pilot-scale surface flow constructed wetlands planted with Myriophyllum aquaticum,,CW med strength,Palustrine,Emergent,Permanently Flooded,Y,Neutral,Mineral,WWT,Wastewater,,Agriculture,N,Flow through,2014,China,,28.50012255,113.2999571,biweekly,1,2,0.001,Water,Constant,Constant,,Phosphorus removal from lagoon-pretreated swine wastewater by pilot-scale surface flow constructed wetlands planted with Myriophyllum aquaticum,292.37,80.9,245.28,CW med strength,CW med strength,1
Luo 2017,Phosphorus removal from lagoon-pretreated swine wastewater by pilot-scale surface flow constructed wetlands planted with Myriophyllum aquaticum,,CW high strength,Palustrine,Emergent,Permanently Flooded,Y,Neutral,Mineral,WWT,Wastewater,,Agriculture,N,Flow through,2014,China,,28.50012255,113.2999571,biweekly,1,2,0.001,Water,Constant,Constant,,Phosphorus removal from lagoon-pretreated swine wastewater by pilot-scale surface flow constructed wetlands planted with Myriophyllum aquaticum,363.54,70.1,284.34,CW high strength,CW high strength,1
Maine 2006,Nutrient and metal removal in a constructed wetland for wastewater treatment from a metallurgic industry,10.1016/j.ecoleng.2005.12.004,Bahco Argentina metallurgic plant CW,Palustrine,Emergent,Permanently Flooded,Y,Alkaline,No data,WWT,Wastewater,1,Urban,N,Flow through,2002,Argentina,,-31.66721264,-60.78529292,monthly,1,2,0.2,Water,NA,NA,,Nutrient and metal removal in a constructed wetland for wastewater treatment from a metallurgic industry,NA,NA,NA,Bahco Argentina metallurgic plant CW,Bahco Argentina metallurgic plant CW,1
Maine 2006,Nutrient and metal removal in a constructed wetland for wastewater treatment from a metallurgic industry,,Bahco Argentina metallurgic plant small CW,Palustrine,Emergent,Permanently Flooded,Y,Alkaline,No data,WWT,Wastewater,1,Urban,N,Flow through,2002,Argentina,,-31.66721264,-60.78529292,monthly,,2,0.0018,Water,NA,NA,,Nutrient and metal removal in a constructed wetland for wastewater treatment from a metallurgic industry,NA,NA,NA,Bahco Argentina metallurgic plant small CW,Bahco Argentina metallurgic plant small CW,1
